sentence_id	sentence	label
MIS_1960-eurl_04_029	وتوفي نحو 220 ألف أميركي جراء كوفيد-19، في أعلى حصيلة في العالم، وينتشر المرض الآن في العديد من الولايات بمعدلات غير مسبوقة منذ شهور.	SUBJ
AJ_20_7	وقد تسبّبت الحرب في ارتفاع الأسعار العالمية، وخاصة أسعار النفط والغاز الطبيعي. وقفزت أسعار السلع الغذائية، حيث وصل سعر القمح- تشكل أوكرانيا وروسيا 30 بالمئة من الصادرات العالمية- إلى مستوى قياسي.	SUBJ
MIS_928-eurl_01_009	القرشي، كما يُعتقد، هو أمير محمد عبد الرحمن المولى، ويُعرف بـحجي عبد الله قرداش، وهو من كبار قادة التنظيم ومؤسسيه.	OBJ
MIS_2043-eurl_01_001	معاهدة روما اتفاقية أوروبية وقعت في العاصمة الإيطالية روما، وتمثل نواة لما عرف لاحقا بالاتحاد الأوروبي الذي يعد تجربة ملهمة للتكامل الاقتصادي والسياسي والديمغرافي.	SUBJ
FAT_280-eurl_02_011	وأشار تايلور إلى أن المتحف يشكل بمثابة عالم بديل، حيث يمكن للخيال أن يكون أكثر انفتاحا، كما في الأحلام.	SUBJ
MIS_400-curl_03_005	تحذير عاجل لكافة المواطنين من المجلس فاجأ الجميع في هذة الأثناء السعودية تهدف الهدف الثاني امام الارجنتين في بداية الشوط الثاني رسمياً.	OBJ
FAT_313-eurl_02_013	وتظهر الصور تأثيرا كبيرا للانفجارات حيث تكسرت أبواب المباني ونوافذها واصيب الكثيرون جراء ذلك.	SUBJ
MIS_2907-eurl_02_010	ويأتي هذا الاتصال بعد يوم واحد من تعرض المنطقة الخضراء -التي تضم مقرات الحكومة والبعثات الدبلوماسية كالسفارة الأميركية في بغداد- لهجوم بـ3 صواريخ خلفت أضرارا مادية، حسب الجيش العراقي.	OBJ
FAT_726-eurl_02_020	ويشكو صحفيون فلسطينيون، كانوا يراقبون التطورات الميدانية في غزة، من حظر أرقامهم الهاتفية عبر تطبيق واتسآب.	SUBJ
MIS_1086-curl_05_013	وختم تشومسكي أن نظام السلطة الفلسطينية ليس ثورياً أو مستعداً للتضحية من أجل وقف قرار الضم وصفقة القرن التي ستليه، وبالتالي فإن إعلامها يخاطب الجماهير كأنهم أطفال، لا يعون السياسة أو مصالحهم، فتظهر أحيانا تصريحات مستفزة لمشاعرهم.	OBJ
MIS_1204-curl_04_006	وأوضح المركز أن مدينة طرابلس سجلت 29 حالة إصابة، من بينها 19 حالة جديدة وعشر حالات مخالطة، وسجلت مدينة سبها 12 حالة إصابة جديدة لمخالطين، ومدينة مصراتة إصابتين، من بينهما حالة مخالطة وأخرى جديدة.	OBJ
CNN_3_24	إن الفكرة القائلة بأننا نقف على حافة الهاوية يمكن أن تحفزنا على التراجع، بعيدًا عن الهاوية، والتحول نحو طريق واعد أكثر هدوءًا.	OBJ
MIS_2414-eurl_01_034	وبخصوص التقارب بين الرباط و الدوحة، فقد أفاد مفتاح بأن المغرب يريد أن يقيم علاقات متوازنة مع دول مجلس التعاون الخليجي كلها، كما كان الأمر قبل الأزمة الخليجية.	OBJ
MIS_1543-eurl_02_067	لقد كانت القرم ضربة روسيا الكبرى، ولكنها لم تكن حدثا منعزلا.	SUBJ
MIS_2043-eurl_02_005	وقال شيراك في كلمة متلفزة ان فرنسا ستبقى في الاتحاد الاوروبي وستحافظ فيه على مكانها كاملا، مضيفا ان رفض الفرنسيين للدستور الاوروبي يخلق اطارا صعبا للدفاع عن مصالحنا في اوروبا.	OBJ
MIS_1280-curl_03_001	السابق العدالة والتنمية المغربي يقدم مقترحات حول الانتخابات المقبلة ويعبر عن تأييده لتمثيلية مغاربة العالم في مجلس النواب شاهد أيضا تعليقات الآراء الواردة في التعليقات تعبر عن آراء اصحابها وليس عن رأي جريدة إيطاليا تلغراف.	SUBJ
MAH_23-curl_03_005	لكن للأسف عمد جميع من تحدث عن الملف الى تجاوز هذه الواقعة الاساسية والتي تؤكد مدى حرص الوزير شقير على عدم ترك أي لبث في موضوع قانونية العقد قبل تنفيذه".	SUBJ
AJ_15_8	المبادئ ليست قابلة للتجزئة أو الاختزال، وحينما يتم الأخذ بها بطريقة اختزالية، تُضعف قوة الإقناع لمن يقوم بذلك، وتجرّده من رصيده الأخلاقي.	OBJ
MIS_928-eurl_05_027	وفي المقابل تؤكد مصادر معارضة للعملية السياسية بإن إيران تستخدم ورقة “داعش” لتحقيق أهدافها في العراق كما فعلت في ظهوره الأول عام 2014.	SUBJ
MIS_549-eurl_02_002	وبحسب التقارير الواردة من تركيا فإن الشاب السوري علي العساني ( 19 عاما) قضى نحبه بعد أن أطلق شرطي تركي النار عليه لمخالفته قوانين حظر التجوال المفروضة على من هم دون العشرين عاما.	OBJ
MIS_2397-eurl_02_007	وهذه وجهة نظر غير متناسبة مع الأزمة الصحية والاقتصادية الحالية.	SUBJ
AJ_26_34	وفي عام 2021؛ وقعت الحكومة الإسرائيلية وشركة "غوغل" اتفاقية أُطلق عليها اسم: "مشروع نيمبوس" بقيمة 1.2 مليار دولار. وبموجب هذه الاتفاقية؛ سيتم إنشاء نظام سحابي ضخم في إسرائيل لجمع البيانات، وسيتم معالجتها باستخدام الذكاء الاصطناعي.	OBJ
Alhurra_1_7	وأعرب الكاتب عن اندهاشه وإحباطه لأن الثورة الإيرانية الشعبية اليوم لم تتلق مزيدh من الدعم في أميركا وحول العالم.	SUBJ
MIS_2757-eurl_03_003	وذكر التقرير أن الاقتصاد التركي سيحقق نمواً بنسبة 4.5% في 2021 و5% في 2022.	SUBJ
Almayadeen_1_30	يقوِّض محور المقاومة العربية الإسلامية جميع المشاريع التطبيعية الهزيلة بين العرب الصهاينة وكيان العدو الصهيوني والمحمي من قِبَل الصهاينة الأميركيين والأوروبيين.	OBJ
MIS_1875-eurl_04_002	متصوفة تسرق الأضواء AHDATH.INFO تمكنت  بشرى بي بي، زوجة رئيس وزراء باكستان، وبطل الكريكيت السابق عمران خان، من شد الانتباه لها، خلال حضورها بنقاب أبيض مراسيم تنصيب زوجها منذ أيام.	OBJ
FAT_516-eurl_06_008	في وقت دعت كندا المجتمع الدولي إلى التحرك لوقف المجازر والانتهاكات بحق الروهينغا، وطالبت وزيرة خارجيتها كريستيا فريلاند في بيان لها اليوم الجمعة مستشارة الدولة (رئيسة الحكومة) أونغ سان سو تشي والمسؤولين العسكريين بإنهاء العنف واحترام أقلية الروهينغا في البلاد والاعتراف بهم.	OBJ
MIS_1532-eurl_01_055	فعندما أقدم الرئيس السادات على زيارة القدس وبدأ المفاوضات مع إسرائيل، شنت عليه حرب شعواء إعلامياً وسياسياً وقد بدأت تلك الحرب عندما عقدت قمة بغداد لرفض التوجه السياسي للسادات.	OBJ
FAT_508-eurl_02_002	يُشار إلى أن سكان التبت من البوذيين يقومون تقليديا بعمليات دفن لموتاهم يصفونها بـ الدفن في الأعالي، وتشمل العملية فرم جثة المتوفي وتقطيعها إلى قطع، ومن ثم تركها على منصة مرتفعة لتلتهمها الجوارح والنسور.	OBJ
MIS_1934-curl_01_003	وكشف المصدر (لم يسمه الموقع) عن إقدام الولايات المتحدة الأمريكية على إغراق ناقلة نفط في أثناء قدومها إلى سورية، في البحر المتوسط.	SUBJ
FAT_726-eurl_03_008	وقال متضامنون إن حملتهم تُنشر رسائل بلغات عالمية عدة لـ “فضح وتعرية سياسات الاحتلال وإجراءاته أمام الرأي العام المحلي والعالمي”.	SUBJ
Almayadeen_50_14	بعد سبعين عاماً من انتهاك حقوق عرب فلسطين وتهجيرهم وتدمير بيوتهم وقتل أطفالهم وأسر شبابهم تنتفض المدن والقرى الفلسطينية في وجه الاحتلال، ويقسم أبناء الشهداء أنهم مكملون مسير آبائهم حتى التحرير.	SUBJ
FAT_995-curl_05_002	فخلال الحلقة التي حملت عنوان "Marge In Chains" ينتشر فيروس يسمى "Osaka Flu" في مدينة سبرينغفيلد، بعد أن يقوم السكان بطلبات شراء لأجهزة عصر الفواكه من اليابان.	OBJ
MIS_2243-eurl_03_001	«الجزيرة» - خالد الحارثي: اختتمت مؤخرًا مسابقة إفريقيا الكبرى في نسختها العشرين للقرآن الكريم في جمهورية تنزانيا الاتحادية في الاستاد الرياضي بالعاصمة دار السلام وشارك فيها مجموعة من المتسابقين من 20 دولة إفريقية من منطقة شرق إفريقيا.	OBJ
MIS_2153-eurl_01_007	وأتم المستشار أبوالمجد، بيانه قائلًا: الشعب المصري العظيم، واقع الحال أنّه ينتابني إحساس عميق بالخجل من سلوك نجلي، الذي أتعهد أمامكم أنّي سأتولى تقويمه، وأعاهدكم أنّه لن يصدر عنه تصرف مسيء آخر، متمنيًا من الجميع قبول اعتذاري وخالص تقديري.	OBJ
MIS_2120-curl_05_049	رابطة عائلات ضحايا الطائرات الأوكرانية تدعو الشرطة الكندية لإجراء تحقيق في الحادث ذكرت صحيفة "أوتاوا سان" أن رابطة أسر ضحايا الطائرة الأوكرانية دعت الشرطة الكندية إلى فتح تحقيق جنائي لمعرفة "الجناة الحقيقيين" في إسقاط الطائرة.	OBJ
VER_649-eurl_01_044	لا شك أن هناك أثارا جانبية للعديد من اللقاحات، لكن غالبيتها ليست مخيفة بقدر ما يروج النشطاء المناهضون للقاحات.	OBJ
MIS_1296-eurl_01_004	وبهذه الكلمات تكون زوجة الفنان معتصم النهار أوقفت الجدل الحاصل بين الجمهور، ونفت هذه الشائعة التي تدور حولهما منذ عدة أيام.	SUBJ
MIS_823-eurl_01_002	وقال المتحدث إن الحساب انتهك سياسة الموقع وسياسة البريد العشوائي، وتحديداً عبر إنشاء حسابات وهمية، مؤكداً أن تغريداته تحرض على العنف.	OBJ
MIS_1585-curl_02_001	كل الاحتمالات التي وضعها العالم متاخة، من اجل اغتيال شخضية اسلامية بارزة، فاغتيال سماحة حسن نصر الله، ما هي الا مسالة وقت كما بقول بعض القادة في العالم.	OBJ
FAT_833-eurl_02_029	وقال كريشنا شاندرا ساهو (43 عاما) الذي لجأ إلى فندق مع سبعة من أفراد عائلته سنبقى اليوم فقط إلى حين مرور الإعصار.	OBJ
FAT_726-eurl_03_019	لكن المستشار القانوني لمؤسسة الحق عصام عابدين طالب بوجود “عمل جماعي جدي وليس موسمياً لرصد الانتهاكات وتشكيل “مرصد وطني”، يعمل على رصد وتوثيق ومتابعة تلك الانتهاكات ضمن معايير الأمم المتحدة.	OBJ
RTArabic_8_9	لكن السفارة السوفيتية في واشنطن سواء عبر سفيرها القدير المخضرم أناتولي دوبرينين أو أجهزة الاستخبارات لم تبعد "العميل المرشح"عن أنظارها .	SUBJ
MIS_676-eurl_01_013	وأضاف سيف، ان الأردن يتمتع بعلاقة وطيدة مع البنك الدولي ويجب ان يعمل في المرحلة القادمة على تجاوز الازمة الاقتصادية الناجمة عن كورونا من خلال التعايش مع الفيروس والحفاظ على الصحة العامة بالتوازي مع استعادة النشاط الاقتصادي والنمو خصوصاً في ظل محدودية الحيز المالي للأردن.	SUBJ
MIS_2516-eurl_03_020	ورغم التوصل لاتفاق مكة (فبراير/شباط 2007) برعاية العاهل السعودي الراحل عبد الله بن عبد العزيز، وتشكيل حكومة وحدة وطنية، إلا أن الخلافات السياسية استمرت، وتحولت لاشتباكات مسلحة.	SUBJ
Almayadeen_29_4	ووجه الخطورة في ذلك أن أقلام الاستخبارات الأطلسية، في المتروبولات الرأسمالية واليهودية العالمية وشركاتها ومنابرها ووكالاتها، لا تزال تسيطر على المفاتيح الإعلامية الدولية، وخصوصاً المفاتيح الإلكترونية.	OBJ
MIS_1606-eurl_01_010	وفيروز، 85 عاما، أيقونة الغناء اللبناني والعربي، ويجسد صوتها دراما لبنان من أوج ازدهاره، مرورا بصراعاته، وحتى أحدث صدمة تعرض لها، وتعتبر رمزا للسلام يتجاوز الحدود الطائفية في لبنان وخارجه.	OBJ
AJ_17_32	فيلم كبير ثمرة فلسفة يحملها حوار مكتوب بدقة وإقناع، وبين قوسَي البداية القاسية، والنهاية المتفائلة ينسى المشاهد أن القتل ليس له اسم إلا القتل. وينتهي الفيلم بدوجلاس في ساحة، يفرد ذراعَيه على خلفية ظلٍّ لصليب.	OBJ
MIS_2357-eurl_03_011	وفي 27 كانون الثاني/يناير 2019، أعرب الرئيس الفرنسي عن أسفه لعدم تقدم الوضع في مصر بالاتجاه الصحيح بسبب سجن مدونين وصحافيين وناشطين.	OBJ
AJ_7_8	ولمّا انغمس المتكلّم العربي في المنظومة المادية الغربية، فَقَدَ روحه وأشواقه، ولم تعد تعبّر عن طموحه إلا اللغة الغربية المادية، أمّا اللغة العربية، فهي لغة مجاز وشعر، وما دام قد فقَد شعوره وإحساسه فلا حاجةَ له إليها.	OBJ
MIS_2335-curl_02_006	بالمقابل، فإن المنتجات الأخرى متوفرة، ولكن أسعارها زادت على المواطنين بصورة كبيرة.	SUBJ
AFP_633-eurl_03_001	ماكرون تابع كلمة نصرالله على الشاشة؟ إليكم حقيقة الصورة FactCheck# 30-09-2020 | 14:20 المصدر : النهار يتناقل مستخدمون لوسائل التواصل الاجتماعي صورة يظهر فيها الرئيس الفرنسي ايمانويل ماكرون وهو يسمع خطاب الامين العام لحزب الله السيد حسن نصرالله، وفقا للمزاعم.	SUBJ
MIS_928-eurl_05_011	أما في محافظة كركوك الغنية بالنفط، والتي تتنازع عليها حكومتا بغداد والإقليم، فقد شهدت العديد من هجمات “داعش” على مواقع القوات الأمنية والبيشمركه والقرى النائية والطرق الخارجية، إضافة إلى شن التنظيم هجوما انتحاريا على مديرية الاستخبارات العسكرية في المدينة.	OBJ
MIS_1466-eurl_04_035	مرت الأيام العشرة الأولى وأنا معزولة في زنزانتي، أقضي أوقاتي بين الصلاة وقراءة القرآن ومناجاة الله ليرفع عني هذه المحنة، كنت مثالا للهدوء والاتزان في القسم الذي كان يعج بالصراخ والشتائم والجنون.	SUBJ
FAT_245-eurl_04_001	أثارت أشرطة فيديو انتشرت مساء أمس السبت على مواقع التواصل الإجتماعي وهي تظهر أضواء بيضاء في سماء مدينة مكناس الكثير من الجدل و التساؤلات.	OBJ
MIS_2200-eurl_04_116	(ربنا أفرغ علينا صبراً وثبِّت أقدامنا وانصرنا على القوم الكافرين).	SUBJ
MIS_2397-eurl_01_016	وقد نبدأ في تخفيف بعض الإجراءات بحلول نهاية هذا الشهر إذا أكد العلماء إمكانية ذلك.	SUBJ
MIS_2615-eurl_03_040	- مواقع أمريكية: الأعضاء الديمقراطيون في اللجنة القضائية بمجلس النواب يطالبون بتفعيل التعديل الـ25 من الدستور لعزل الرئيس.	OBJ
MIS_427-eurl_02_001	فيروس كورونا: إيطاليا تبدأ أول أيام الإغلاق الكامل في كافة أنحاء البلاد لكبح انتشار العدوى	SUBJ
FAT_1356-eurl_03_027	أبرز كواليس صناعة كرة كأس العالم l 20 نوفمبر 2022 خاص هل الجيش الفرنسي مستعد لخوض حرب حاليا؟ l 20 نوفمبر 2022 خاص الردع المتكامل.	OBJ
MIS_1921-eurl_02_003	وأثار مقطع فيديو ظهر خلاله القدو برفقة مطربة موريتانية فى أحد فنادق نواكشوط وهو يستقبل ضيوفه مرتديًا جلابيةموجة من الانتقادات على مواقع التواصل الاجتماعى لإعتقادهم إن الموضوع بعيدًا عن الدبلوماسية تمامًا.	SUBJ
RTArabic_9_17	يتطلب النمو الصناعي قوة عاملة ماهرة ومتنقلة. ولمزيد من النمو الاقتصادي، يجب تحقيق تحديث تكنولوجي واجتماعي في البلاد، أي إلغاء النظام الطبقي، وإنشاء مجتمع متساو إلى حد ما مع حراك اجتماعي عمودي كبير.	OBJ
MIS_2438-eurl_04_012	أصيب بولسونارو بالمرض في تموز/يوليو وتعافى بعد عشرين يوما من دون أن تظهر عليه أعراض شديدة.	OBJ
FAT_1437-eurl_04_002	تفاعل مصريون بشكل واسع حول ما أثير مؤخرا من جدل عما عرف باسم زواج التجربة، وتداول مغردون صورا تظهر نسخا من وثائق زواج تجربة متسائلين عن مدى شرعيتها ورأي الدين الإسلامي فيها.	OBJ
MIS_572-curl_20_009	فيما قال مغرد آخر يدعى خالد الهاجري: “يارب سترك علينا يارب.	SUBJ
AJ_7_10	إنَّ الذين يتبنّون لغة غير اللغة الأمّ، يكونون غير ناظرين إلى العواقب والمآلات؛ لأنّ ألفاظ كل لغة ترتبط بمدلولات نفسية ورمزية لصاحب اللغة، قبل أن ترتبط بالمدلولات المادية والحسيّة.	SUBJ
FAT_540-eurl_02_045	وقدمت رئيسة وزراء بريطانيا تيريزا ماي خالص التعازي لشعب نيوزيلندا.	SUBJ
MIS_2361-eurl_01_021	كما أن شخصية «نفيسة» في مسلسل «أهل الراية» منحتني الشهرة لأن العمل كان متابعاً وناجحاً، ولا ننسى دور «فكرية» بمسلسل «عطر الشام» الذي لقي تعاطفاً كبيراً من الناس.	SUBJ
AFP_682-curl_02_006	وبعد مرور يومين، أعلنت الشرطة في وقت متأخر من مساء الاثنين، العثور على جثة الطفلة بينما لا يزال البحث مستمرا عن شقيقها، حتى كتابة هذه السطور.	OBJ
MIS_2785-eurl_01_005	وأشارت أنها أُ عجبت كثيرا بشخصيات أرطغرل، وطورغوت، وسلجان خاتون، وأنها حزنت حين علمت أن شخصية بامسي بيرك ليست حقيقة ولم تكن بجوار أرطغرل في الحقيقة.	OBJ
MIS_2650-eurl_02_023	على جانب آخر، يرى البعض آن المسألة مجرد زوبعة في فنجان، وأن أغلب المستخدمين ليسوا نشطاء سياسيين أو صحفيين أو رجال سياسة ليخشوا بهذا الشكل على بياناتهم الشخصية، وأن أغلب عمليات التواصل التي تتم عبر التطبيق هي علاقات اجتماعية.	OBJ
AFP_762-curl_02_005	أطلق الزوجان اسم "براسيكاسيا" على "القرنبيطة"، وصرحا أنهما يستعدان لتبني نبتة أخرى، بعد نجاح تلك التجربة، لتكن شقيقة للقرنبيطة.	OBJ
MIS_2120-curl_05_060	وذكر التقرير أيضًا أن حوالي 7000 مصاب بكورونا تم إدخالهم إلى وحدة العناية المركزة بالمستشفيات بسبب تدهور حالتهم البدنية، وتم إدخال 2207 مرضى جدد في مستشفيات البلاد منذ يوم أمس السبت.	SUBJ
MIS_572-curl_20_004	وأشار بعض النشطاء إلى احتمالية وجود انقلاب عسكري، يقوده رئيس الوزراء ووزير الخارجية السابق حمد بن جاسم.	OBJ
MIS_1932-curl_01_016	ونوه إلى أنَّه لا بد من تحسين المحاصيل لإنتاج اصناف تتناسب مع ما طرأ من تغيير بسبب التغير المناخي لتتحمل الجفاف والحرارة وتقصير موسم النمو، وأنَّ الحاجة ملحة للتوسع بإنشاء بنك الغذاء الاردني.	OBJ
FAT_280-eurl_02_009	ويعكس هذا التمثال شعور انعدام الوزن تحت الماء، إذ يسمح المتحف للزوار بالتجول بكل سهولة، والنظر إلى جميع التماثيل من كافة جوانبها، ومراقبة كيف يبدو شكلها من البعيد.	OBJ
MIS_446-eurl_01_014	هناك من يرى أن هذه الإجراءات غير كافية، وكان على الحكومة فرضها بشكل كامل لتشمل كل القطاعات بما فيها الاقتصادية غير الضرورية، لاحتواء انتشار فيروس كورونا؟	OBJ
MIS_1086-curl_06_010	وختم تشومسكي أنّ نظام السلطة الفلسطينية ليس ثوريًا أوْ على استعدادٍ للتضحية من أجل وقف قرار الضمّ وخطّة السلام الأمريكيّة، التي باتت معروفةً إعلاميًا بـ”صفقة القرن” التي ستليه، وبالتالي فإنّ إعلامها يخاطب الجماهير كأنهم أطفال، لا يعون السياسة أوْ مصالحهم، فتظهر أحيانًا تصريحات مستفزة لمشاعرهم، كما قال المُفكّر والفيلسوف الأمريكيّ-التقدّميّ	OBJ
FAT_1356-eurl_03_024	الأخضر في محاولة لمنع ميسي من رقصته الأخيرة l قبل 18 ساعة خاص تونس.	SUBJ
MIS_1501-eurl_01_003	ووصف الشيخ صبري التهمة الأخيرة الموجهة إليه بالوهمية، قائلا للجزيرة نت إنه التزم بالحجر المنزلي طيلة الفترة الماضية بسبب فيروس كورونا المستجد كوفيد-19 ولم يشارك بأي فعالية، معتبرا أن الاحتلال يخلق مبررات لإبعاده عن الأقصى بشكل دائم.	OBJ
MIS_2277-eurl_03_023	وشدد على أن حركة الشباب هي التهديد الأبرز للأمن والسلم في الصومال، وأضاف:  لاحظنا أن تركيز الشباب الأولي منذ آب/أغسطس كان لتعزيز قدراتها على التدريب والاستعانة بخبرات أجنبية كجزء من استفادة الحركة من الجماعات الأجنبية المتطرفة التابعة لها.	OBJ
FAT_998-curl_07_017	في الوقت الذي علّق فيه الممثل الكوميدي بروك ويلبر، بالقول إن عملها يفرض عليها «بعد أن ينتهي ترامب من قول شيء، أن تكرره، ومن الواضح أنها لا تقضي وقتاً ممتعاً خلال محاولتها القيام بذلك».	OBJ
MIS_2390-eurl_02_016	تتميز هونغ كونغ بالعديد من المعالم السياحية والترفيهية، مثل: جادة النجوم التي تخلد أسماء أبطال السينما في هونغ كونغ، ومعبد سيك سيك يوين ونغ تاي سين وهو معبد للديانات الطاوية والبوذية والكونفوشيوسية.	OBJ
MIS_446-eurl_01_044	هناك من يرى أن وباء فيروس كورونا قد يفجر أزمات سياسية بين دول الاتحاد، قد ينتج عنه انهيار الكتلة الأوروبية، ما رأيكم في هذا السيناريو؟	SUBJ
CNN_14_27	بظل إجراء محادثات سلام بين الحوثيين اليمنيين والوفد السعودي في العاصمة اليمنية صنعاء الشهر الماضي، حرص المسؤولون الحوثيون على الإشارة إلى أن السعودية ليست وسيطًا في الصراع اليمني كما زعمت، بل شريكا فيه.	OBJ
MIS_2615-eurl_03_041	- مايك بنس نائب الرئيس، يستهل الجلسة بالتنديد بـ “أعمال العنف” التي شهدها مقر الكونغرس والتعبير عن أسفه لهذا “اليوم المظلم”.	SUBJ
CIHRS_5_1	أسرار بن جويرة نسوية ومنسقة برنامج التعليم بمركز القاهرة لدراسات حقوق الانسان ورئيسة جمعية تقاطع من أجل الحقوق والحريات	OBJ
AJ_26_44	وبهذه الطريقة؛ تمتلك الشركات الأميركية أهم المعلومات الأكثر أهمية وحساسية حول جميع الناس في جميع البلدان، ويمكنها استخدامها كما يحلو لها وبيعها، وتقديمها إلى أي مؤسسة حكومية تريدها.	SUBJ
MIS_2-curl_04_022	للأسف: المشكلة هذا الكمال الفادح، أحيانا، بين من يقرأ ويكتب ومن لا يقرأ ولا يكتب.	SUBJ
AFP_161-eurl_01_013	كما انتقد رجال دين بارزون الضغوط عليهم لإصدار خطب دينية مؤيدة للحكومة، وقال الإمام جمال غول، رئيس المجلس الوطني للأئمة في الجزائر، للصحفيين : اتركونا نعمل دون تدخل.	SUBJ
MIS_2757-eurl_03_002	وأوضح التقرير أن الاقتصاد التركي سيحقق نمواً بنسبة 0.5% في 2020، عوضاً عن توقعات سابقة بانكماشه بنسبة 3.8%.	OBJ
MIS_2757-eurl_03_004	وسبق أن توقع البنك الدولي أن ينكمش الاقتصاد التركي في 2020 بنسبة 3.8%، وأن ينمو بنسبة 5% في 2021.	SUBJ
MIS_2400-eurl_03_065	وفي ظل الوعود والآمال التي يعلقها الساسة الآن على اللقاحات للحد من تفشي وباء كورونا المستجد، ما الذي قد نتعلمه من أزمة لقاح إنفلونزا الخنازير عام 1976؟	OBJ
Almayadeen_32_6	ويأسف كاتب المقال أنه وبسبب حاجة أوروبا إلى مصادر الطاقة بعد القطيعة مع روسيا، فإنها مجبرة على أن تغض النظر عن تجاوزات الديمقراطية وحقوق الإنسان في هذه البلدان، ويستنتج أن دور الغرب سيكون محدوداً في الشرق الأوسط.	SUBJ
Almayadeen_41_1	علاقة الشعوب القديمة والأصلية بالأرض علاقة خاصة ترتقي إلى مستوى العاطفة والروحانية؛ فهم ليسوا عابري طريق، بل هم متجذّرون على هذه الأرض لأجيال، يفهمون طبيعتها ويعيشون من خيراتها.	SUBJ
Almayadeen_26_6	منذ الأزمة الكبيرة التي ضربت الاقتصاد الرأسمالي 2008 والإمبرياليات، الأميركية والأوروبية، تتخبط في حساباتها ومقارباتها إزاء ما ينبغي لها فعله لاستيعاب أزماتها البنيوية التي لم تعد لعبة وأوهام مدرسة شيكاغو قادرة على مواجهتها.	SUBJ
AFP_917-eurl_01_007	واكتست معظم التعليقات بالدعاء والستر لهذه الفتاه ووالدها، فكتب أحدهم :بارك الله فيكِ وفي والدكِ؛ لأنه رباكِ أحسن تربية أدامه الله عزًا وزخرًا لكِ، وزادت ناشطة أخرى: نعم الوالد.	OBJ
MIS_561-curl_03_006	وصدرت انتقادات من سياسيين ونواب في تركيا لحزمة الإصلاح القضائي الجديدة بسبب استثنائها من “العفو العام” السجناء السياسيين والصحفيين سجناء الرأي ممن توجه لهم في العادة تهمة “الإرهاب”.	OBJ
MIS_468-eurl_03_014	وقد ظهرت في مدينة كالكوتا في الهند ومنها انتشرت في جنوب آسيا والشرق الأوسط وساحل البحر الأبيض المتوسط وقد وصل هذا الوباء إلى الصين.	OBJ
FAT_1147-eurl_04_005	أستغرب من ثقة وجرأة من (يتمصدر) حتى على أخبار ملكنا حفظه الله.	SUBJ
MIS_404-eurl_03_034	مشجع برازيلي يردد رفقة جمهور الأخضر: ميسي وينو؟ #مونديال_الشرق من الدوحة.	SUBJ
MIS_995-eurl_02_002	أكد الدكتور رضا حجازي، أن الجهات المختصة تعرفت على الطلاب، وحصلت الوزارة علي بياناتهم بالكامل وسيطبق عليهم قانون الغش, مؤكدا أن كل مشترك في هذه الواقعة سيحاسب ولا تهاون معهم.	SUBJ
Almayadeen_29_27	ويرى بورديو أن الدولة ليست مفهوماً مقدساً أو جوهراً قائماً بذاته، بل هي مفهوم ذو بعد اجتماعي. والاعتقاد بشرعية الهيمنة ليس فعلاً حراً وواعياً، كما يعتقد "ماكس فيبر"، وإنما يعود إلى توافق مباشر بين البنى المدخلة، التي أصبحت لاواعية وبين البنى الموضوعية.	OBJ
MIS_522-eurl_01_012	ويوافق عيد الطفولة والسيادة الوطنية 23 أبريل/ نيسان من كل عام، التاريخ الذي وُضع فيه حجر أساس الجمهورية التركية، وافتتح فيه مجلس الأمة الكبير (البرلمان) عام 1920.	SUBJ
MIS_1463-eurl_01_004	وهذا الاتصال هو الثاني على الأقل بين الرئيسين الروسي والتركي في شهر يوليو، إضافة إلى محادثاتهما في 1 من هذا الشهر ضمن القمة الثلاثية الافتراضية مع إيران حول الأزمة السورية.	OBJ
CNN_4_13	ومهما كانت الدوافع، فلا يمكن السماح باستمرار الهجمات والتهديدات المتصاعدة للملاحة المدنية.	SUBJ
CNN_1_5	ينصب التركيز هذا العام على إمدادات أنظمة الدفاع الجوي لحماية سماء أوكرانيا بشكل أفضل.	OBJ
MIS_2810-eurl_04_003	وقد تأثر بهذا الفيروس حوالي مئات آلاف الحواسيب في الولايات المتحدة.	OBJ
MIS_726-curl_01_001	هل لك سر عند الله؟ حتى يختارك من بين اهل الارض كلهم لتجلس في بيته.	SUBJ
VER_647-eurl_01_034	وثبُت بالفعل أنَّ موقف ألمانيا في عام 2015 كان متفائلاً للغاية، فقد بدت حكومة ميركل وكأنها تعتقد أنَّ الأحداث المضطربة في ذلك الصيف ستؤدي إلى إصلاح سريع لاتفاقية دبلن للاجئين، وهي الآلية التي تحدد الدولة المسؤولة عن فحص طلب اللجوء.	SUBJ
MIS_2605-curl_01_006	واستفز بيليه جماهير رونالدو، بكتابته رقم الأهداف المزعوم، على جسابه على إنستغرام، واعتبره الكثيرين تقليلا من إنجاز رونالدو.	OBJ
Almayadeen_50_7	بعد هذا التشخيص الذي يعني عملياً أن الكيان الصهيوني يقوم بأفظع الأعمال لمنع استمرار عيش الفلسطينيين على أرضهم بسلام ولانتهاك أمنهم وحقوقهم وحياتهم وإلغاء كل العوامل التي يجب البناء عليها في تحقيق حل الدولتين. فما هو موقف الولايات المتحدة من كل هذا؟ وما تراها فاعلة؟	SUBJ
